DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15
Selkie,238970,0.500000,Transmission,UT,11:00:00 07-May-2025,16.7,6.00,1,,,, ,5,,0.00,0.00,12.225,12.275,,,5.00,0.00,12.075,12.125,,,10.00,0.00,12.025,12.075,,,15.00,0.00,11.975,12.025,,,20.00,0.00,12.025,12.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,08:04:00 10-May-2025,16.7,6.00,1,,,, ,9,,0.00,0.00,11.625,11.675,,,5.00,0.00,11.625,11.675,,,10.00,0.00,11.625,11.675,,,15.00,0.00,11.625,11.675,,,20.00,0.00,11.625,11.675,,,25.00,0.00,11.625,11.675,,,30.00,0.00,11.625,11.675,,,35.00,0.00,11.625,11.675,,,40.00,0.00,11.625,11.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,16:04:00 13-May-2025,16.7,6.00,1,,,, ,9,,0.00,0.00,12.775,12.825,,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.375,12.425,,,15.00,0.00,12.375,12.425,,,20.00,0.00,12.325,12.375,,,25.00,1.00,12.325,12.375,,,30.00,0.00,12.325,12.375,,,35.00,0.00,12.325,12.375,,,40.00,1.00,12.325,12.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,17:02:00 13-May-2025,1.7,6.00,1,,,, ,5,,0.00,0.00,12.725,12.775,,,5.00,0.00,12.475,12.525,,,10.00,0.00,12.325,12.375,,,15.00,0.00,12.325,12.375,,,20.00,0.00,12.275,12.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,15:03:00 14-May-2025,1.7,6.00,3,,,, ,8,,0.00,0.00,12.275,12.325,,,5.00,0.00,12.275,12.325,,,10.00,0.00,12.225,12.275,,,15.00,0.00,12.225,12.275,,,20.00,0.00,12.125,12.175,,,25.00,0.00,12.125,12.175,,,30.00,0.00,12.125,12.175,,,35.00,0.00,12.125,12.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,13:00:00 16-May-2025,16.7,6.00,1,,,, ,9,,0.00,0.00,12.225,12.275,,,5.00,0.00,12.225,12.275,,,10.00,0.00,12.125,12.175,,,15.00,1.00,12.025,12.075,,,20.00,0.00,12.025,12.075,,,25.00,0.00,12.025,12.075,,,30.00,0.00,12.025,12.075,,,35.00,0.00,12.025,12.075,,,40.00,0.00,12.075,12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,12:02:00 17-May-2025,1.7,6.00,1,,,, ,7,,0.00,0.00,12.775,12.825,,,5.00,0.00,12.725,12.775,,,10.00,0.00,12.675,12.725,,,15.00,0.00,12.675,12.725,,,20.00,0.00,12.675,12.725,,,25.00,0.00,12.675,12.725,,,30.00,1.00,12.675,12.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,13:02:00 17-May-2025,1.7,6.00,2,,,, ,6,,0.00,0.00,12.825,12.875,,,5.00,0.00,12.825,12.875,,,10.00,0.00,12.775,12.825,,,15.00,0.00,12.775,12.825,,,20.00,0.00,12.775,12.825,,,25.00,0.00,12.775,12.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,21:02:00 20-May-2025,16.7,7.00,1,,,, ,7,,0.00,0.00,12.775,12.825,,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.525,12.575,,,15.00,0.00,12.525,12.575,,,20.00,0.00,12.525,12.575,,,25.00,1.00,12.525,12.575,,,30.00,1.00,12.525,12.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,22:02:00 20-May-2025,1.7,7.00,1,,,, ,6,,0.00,0.00,12.875,12.925,,,5.00,0.00,12.825,12.875,,,10.00,0.00,12.525,12.575,,,15.00,0.00,12.475,12.525,,,20.00,0.00,12.475,12.525,,,25.00,1.00,12.475,12.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,09:01:00 21-May-2025,1.7,7.00,2,,,, ,5,,0.00,0.00,12.575,12.625,,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.575,12.625,,,15.00,0.00,12.525,12.575,,,20.00,0.00,12.525,12.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,07:58:00 22-May-2025,1.7,7.00,2,,,, ,8,,0.00,0.00,12.475,12.525,,,5.00,0.00,12.375,12.425,,,10.00,0.00,12.375,12.425,,,15.00,0.00,12.375,12.425,,,20.00,0.00,12.375,12.425,,,25.00,1.00,12.375,12.425,,,30.00,0.00,12.375,12.425,,,35.00,0.00,12.375,12.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,20:00:00 22-May-2025,16.7,7.00,1,,,, ,7,,0.00,0.00,12.775,12.825,,,5.00,0.00,12.775,12.825,,,10.00,0.00,12.625,12.675,,,15.00,0.00,12.525,12.575,,,20.00,0.00,12.475,12.525,,,25.00,0.00,12.475,12.525,,,30.00,0.00,12.475,12.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,06:25:00 23-May-2025,1.7,7.00,1,,,, ,8,,0.00,0.00,12.625,12.675,,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.475,12.525,,,15.00,0.00,12.425,12.475,,,20.00,0.00,12.425,12.475,,,25.00,0.00,12.425,12.475,,,30.00,0.00,12.425,12.475,,,35.00,0.00,12.425,12.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,18:38:00 23-May-2025,16.7,7.00,2,,,, ,7,,0.00,0.00,13.175,13.225,,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.575,12.625,,,15.00,0.00,12.525,12.575,,,20.00,0.00,12.525,12.575,,,25.00,0.00,12.525,12.575,,,30.00,0.00,12.525,12.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,17:01:00 24-May-2025,16.7,7.00,1,,,, ,7,,0.00,0.00,12.675,12.725,,,5.00,0.00,12.675,12.725,,,10.00,0.00,12.675,12.725,,,15.00,0.00,12.675,12.725,,,20.00,0.00,12.675,12.725,,,25.00,0.00,12.675,12.725,,,30.00,0.00,12.675,12.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,03:16:00 26-May-2025,1.7,7.00,1,,,, ,7,,0.00,0.00,13.275,13.325,,,5.00,0.00,13.275,13.325,,,10.00,0.00,13.275,13.325,,,15.00,0.00,13.275,13.325,,,20.00,0.00,13.275,13.325,,,25.00,0.00,13.275,13.325,,,30.00,0.00,13.275,13.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,11:50:00 30-May-2025,1.7,8.00,1,,,, ,8,,0.00,0.00,13.875,13.925,,,5.00,0.00,13.425,13.475,,,10.00,0.00,13.425,13.475,,,15.00,0.00,13.425,13.475,,,20.00,0.00,13.425,13.475,,,25.00,0.00,13.425,13.475,,,30.00,0.00,13.425,13.475,,,35.00,0.00,13.425,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,12:01:00 30-May-2025,1.7,8.00,1,,,, ,7,,0.00,0.00,14.175,14.225,,,5.00,0.00,13.475,13.525,,,10.00,1.00,13.425,13.475,,,15.00,0.00,13.425,13.475,,,20.00,0.00,13.425,13.475,,,25.00,0.00,13.425,13.475,,,30.00,0.00,13.425,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,09:50:00 01-Jun-2025,1.7,8.00,1,,,, ,7,,0.00,0.00,13.525,13.575,,,5.00,0.00,13.525,13.575,,,10.00,0.00,13.525,13.575,,,15.00,0.00,13.475,13.525,,,20.00,0.00,13.475,13.525,,,25.00,0.00,13.525,13.575,,,30.00,0.00,13.525,13.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,08:47:00 02-Jun-2025,1.7,8.00,3,,,, ,7,,0.00,0.00,14.275,14.325,,,5.00,0.00,14.175,14.225,,,10.00,0.00,14.125,14.175,,,15.00,0.00,14.125,14.175,,,20.00,0.00,14.125,14.175,,,25.00,0.00,14.075,14.125,,,30.00,0.00,14.125,14.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selkie,238970,0.500000,Transmission,UT,20:01:00 02-Jun-2025,1.7,8.00,1,,,, ,5,,0.00,0.00,14.525,14.575,,,5.00,0.00,14.025,14.075,,,10.00,0.00,13.925,13.975,,,15.00,0.00,13.875,13.925,,,20.00,0.00,13.875,13.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
