DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
Wirligig,225754,0.500000,Transmission,UT,Percent,15:00:00 07-Feb-2025,0.000000,1,,,,,24,,,,,,,,,,,,,,,,,3,3,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 08-Feb-2025,0.000000,1,,,,,24,,10,3,3,3,3,10,10,10,3,3,10,10,3,3,10,3,10,10,10,10,10,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 09-Feb-2025,0.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,10,3,10,10,3,10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 10-Feb-2025,0.000000,1,,,,,24,,3,10,3,3,3,3,3,3,3,0,3,10,3,3,10,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 02-Mar-2025,0.000000,1,,,,,24,,10,10,10,10,10,3,10,10,10,10,10,3,10,10,10,10,10,3,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 05-Mar-2025,0.000000,1,,,,,24,,3,3,3,3,3,10,3,3,3,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 06-Mar-2025,0.000000,1,,,,,24,,3,3,3,3,3,10,10,10,3,10,10,10,3,10,10,10,10,10,10,3,10,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 12-Mar-2025,-1.000000,1,,,,,24,,3,10,10,3,3,3,10,10,10,3,10,10,10,10,10,10,10,10,10,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 15-Mar-2025,-1.000000,1,,,,,24,,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 16-Mar-2025,-1.000000,1,,,,,24,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,10,10,20,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 24-Mar-2025,-1.000000,1,,,,,24,,3,3,10,3,10,10,10,10,10,3,10,3,3,3,3,3,3,10,10,10,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 25-Mar-2025,-1.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 26-Mar-2025,-1.000000,1,,,,,24,,10,10,10,10,10,10,10,20,10,20,10,20,20,70,20,90,100,100,70,10,70,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 28-Mar-2025,-1.000000,1,,,,,24,,10,3,3,3,3,3,3,3,3,3,3,3,10,3,3,10,10,10,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 22-Apr-2025,-1.000000,1,,,,,24,,10,10,10,10,10,10,10,10,10,10,3,3,10,10,10,10,10,3,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 23-Apr-2025,-1.000000,1,,,,,24,,10,10,10,10,10,10,10,10,10,10,10,3,70,98,20,30,10,40,100,100,100,100,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 26-Apr-2025,-1.000000,2,,,,,24,,3,3,3,3,10,10,10,10,3,3,10,3,3,10,10,10,20,10,20,10,10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 27-Apr-2025,-1.000000,3,,,,,24,,3,3,10,10,10,20,10,10,10,10,20,20,20,20,20,3,3,20,20,20,10,10,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 30-Apr-2025,-1.000000,1,,,,,24,,10,10,10,10,10,3,10,10,10,10,10,30,100,100,98,80,100,40,98,100,40,40,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 01-May-2025,-1.000000,1,,,,,24,,20,80,100,100,100,100,100,100,100,40,50,10,50,80,80,3,10,20,10,10,3,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 04-May-2025,-1.000000,1,,,,,24,,3,3,3,3,3,10,10,10,3,3,10,10,3,3,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 05-May-2025,-1.000000,1,,,,,24,,10,10,3,10,3,10,10,10,10,10,10,10,10,3,3,10,10,10,3,10,3,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 08-May-2025,-2.000000,1,,,,,24,,98,100,98,98,98,100,70,10,3,3,20,20,10,30,10,10,10,20,10,70,98,100,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirligig,225754,0.500000,Transmission,UT,Percent,00:00:00 09-May-2025,-2.000000,1,,,,,24,,100,100,100,98,100,100,100,100,100,70,3,10,10,10,10,10,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
