DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Purple,238969,UT,Strong,14-Nov-2023,18:50:39,11-Feb-2025,09:38:01
Purple,238969,UT,Weak,09-Jan-2025,16:00:00,13-Mar-2025,19:47:53
Purple,238969,UT,Strong,09-Jan-2025,20:26:56,09-Jan-2025,20:26:56
Purple,238969,UT,Strong,18-Mar-2025,17:36:13,18-Mar-2025,17:36:13
