DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
Leaf Cutter,225759,UT,06:05:12 30-Apr-2025,Argos,B,50.2276,-5.9387,1077,4810,241,172,,,,,,
Leaf Cutter,225759,UT,06:09:48 30-Apr-2025,Argos,B,50.2188,-5.9353,1627,6339,417,166,,,,,,
Leaf Cutter,225759,UT,06:19:20.813917 30-Apr-2025,FastGPS,6,50.2536,-5.9502,,,,,,,,,,
Leaf Cutter,225759,UT,07:25:57 30-Apr-2025,Argos,B,50.2501,-5.9304,1690,2416,1181,134,,,,,,
Leaf Cutter,225759,UT,07:41:19 30-Apr-2025,Argos,B,50.2683,-5.9332,1456,2280,929,106,,,,,,
Leaf Cutter,225759,UT,07:41:19 30-Apr-2025,Argos,B,50.2448,-5.9320,1879,2424,1456,139,,,,,,
Leaf Cutter,225759,UT,08:43:29.642316 30-Apr-2025,FastGPS,8,50.2960,-5.9934,,,,,,,,,,
Leaf Cutter,225759,UT,09:04:32 30-Apr-2025,Argos,A,50.3006,-6.0115,257,1967,33,92,,,,,,
Leaf Cutter,225759,UT,09:50:54 30-Apr-2025,Argos,B,50.3198,-6.0257,1147,1865,705,91,,,,,,
Leaf Cutter,225759,UT,10:31:29 30-Apr-2025,Argos,B,50.3182,-6.0236,2050,3055,1375,127,,,,,,
Leaf Cutter,225759,UT,10:35:59 30-Apr-2025,Argos,A,50.2716,-6.0772,844,2018,352,62,,,,,,
Leaf Cutter,225759,UT,10:42:43 30-Apr-2025,Argos,B,50.2775,-6.0835,1498,2703,830,100,,,,,,
Leaf Cutter,225759,UT,10:43:32 30-Apr-2025,Argos,B,50.2809,-6.1038,884,979,797,12,,,,,,
Leaf Cutter,225759,UT,11:06:01.386973 30-Apr-2025,FastGPS,5,50.3049,-6.0644,,,,,,,,,,
Leaf Cutter,225759,UT,11:25:34 30-Apr-2025,Argos,A,50.3101,-6.0708,199,334,117,0,,,,,,
Leaf Cutter,225759,UT,12:08:41 30-Apr-2025,Argos,A,50.3213,-6.0829,224,1469,34,78,,,,,,
Leaf Cutter,225759,UT,12:17:53 30-Apr-2025,Argos,B,50.3110,-6.0921,135,282,64,74,,,,,,
Leaf Cutter,225759,UT,12:17:53 30-Apr-2025,Argos,B,50.3130,-6.0805,369,3420,39,82,,,,,,
Leaf Cutter,225759,UT,13:04:13 30-Apr-2025,Argos,A,50.3831,-6.0952,2531,8410,761,28,,,,,,
Leaf Cutter,225759,UT,13:27:56.418142 30-Apr-2025,FastGPS,6,50.3254,-6.1452,,,,,,,,,,
Leaf Cutter,225759,UT,13:45:12 30-Apr-2025,Argos,A,50.3571,-6.1330,824,1798,377,25,,,,,,
Leaf Cutter,225759,UT,14:00:23 30-Apr-2025,Argos,B,50.3592,-6.1364,1546,2270,1052,104,,,,,,
Leaf Cutter,225759,UT,14:00:23 30-Apr-2025,Argos,B,50.3537,-6.1675,1125,3191,396,149,,,,,,
Leaf Cutter,225759,UT,14:41:59.510356 30-Apr-2025,FastGPS,5,50.3512,-6.1522,,,,,,,,,,
Leaf Cutter,225759,UT,15:25:48 30-Apr-2025,Argos,B,50.3882,-6.1677,2706,4333,1690,95,,,,,,
Leaf Cutter,225759,UT,15:43:21 30-Apr-2025,Argos,B,50.3773,-6.1535,1443,2974,700,93,,,,,,
Leaf Cutter,225759,UT,15:53:27.153550 30-Apr-2025,FastGPS,5,50.3762,-6.1253,,,,,,,,,,
Leaf Cutter,225759,UT,16:02:49.018380 30-Apr-2025,FastGPS,5,50.3807,-6.1143,,,,,,,,,,
Leaf Cutter,225759,UT,17:21:05 30-Apr-2025,Argos,B,50.3876,-6.0692,1220,15290,97,13,,,,,,
Leaf Cutter,225759,UT,18:08:42.202832 30-Apr-2025,FastGPS,6,50.4297,-6.0346,,,,,,,,,,
Leaf Cutter,225759,UT,18:16:14 30-Apr-2025,Argos,B,50.4061,-6.0677,1441,1630,1273,19,,,,,,
Leaf Cutter,225759,UT,18:46:38 30-Apr-2025,Argos,0,50.4414,-6.0209,6696,105191,426,83,,,,,,
Leaf Cutter,225759,UT,19:00:59 30-Apr-2025,Argos,A,50.4328,-6.0107,1000,1709,585,43,,,,,,
Leaf Cutter,225759,UT,19:14:31.920126 30-Apr-2025,FastGPS,6,50.4462,-5.9615,,,,,,,,,,
Leaf Cutter,225759,UT,19:39:27 30-Apr-2025,Argos,B,50.4549,-6.0061,3649,5178,2570,77,,,,,,
Leaf Cutter,225759,UT,19:49:26 30-Apr-2025,Argos,A,50.4477,-5.9392,164,472,56,126,,,,,,
Leaf Cutter,225759,UT,20:22:40.530204 30-Apr-2025,FastGPS,7,50.4440,-5.9218,,,,,,,,,,
Leaf Cutter,225759,UT,20:27:01 30-Apr-2025,Argos,B,50.4665,-5.9362,924,1481,576,92,,,,,,
Leaf Cutter,225759,UT,20:27:01 30-Apr-2025,Argos,3,50.4542,-5.9125,115,153,86,92,,,,,,
Leaf Cutter,225759,UT,20:27:18 30-Apr-2025,Argos,1,50.4474,-5.9212,733,956,561,61,,,,,,
Leaf Cutter,225759,UT,21:08:26 30-Apr-2025,Argos,0,50.4178,-5.9260,2748,76917,98,80,,,,,,
Leaf Cutter,225759,UT,21:58:14 30-Apr-2025,Argos,B,50.4280,-5.9288,4898,9255,2592,84,,,,,,
Leaf Cutter,225759,UT,22:07:36 30-Apr-2025,Argos,1,50.4132,-5.8466,522,3020,90,79,,,,,,
Leaf Cutter,225759,UT,22:08:32 30-Apr-2025,Argos,3,50.4095,-5.8694,214,451,101,84,,,,,,
Leaf Cutter,225759,UT,22:40:29.210920 30-Apr-2025,FastGPS,4,50.3894,-5.8517,,,,,,,,,,
Leaf Cutter,225759,UT,22:51:56 30-Apr-2025,Argos,A,50.3825,-5.8685,947,2149,417,3,,,,,,
Leaf Cutter,225759,UT,23:22:28 30-Apr-2025,Argos,A,50.3691,-5.8312,1654,3127,874,134,,,,,,
Leaf Cutter,225759,UT,23:48:44.986760 30-Apr-2025,FastGPS,5,50.3355,-5.8583,,,,,,,,,,
Leaf Cutter,225759,UT,23:50:28 30-Apr-2025,Argos,B,50.3673,-5.8633,2523,3603,1766,152,,,,,,
Leaf Cutter,225759,UT,23:52:11 30-Apr-2025,Argos,3,50.3386,-5.8617,144,349,59,67,,,,,,
Leaf Cutter,225759,UT,01:01:21 01-May-2025,Argos,B,50.3056,-5.8636,983,9376,103,110,,,,,,
Leaf Cutter,225759,UT,05:26:13 01-May-2025,Argos,B,50.2977,-5.7403,2762,14066,542,113,,,,,,
Leaf Cutter,225759,UT,05:33:45 01-May-2025,Argos,A,50.3516,-5.8181,2601,76153,88,78,,,,,,
Leaf Cutter,225759,UT,06:21:24.565346 01-May-2025,FastGPS,4,50.3793,-5.7440,,,,,,,,,,
Leaf Cutter,225759,UT,07:01:24 01-May-2025,Argos,B,50.3528,-5.7529,8026,17736,3631,84,,,,,,
Leaf Cutter,225759,UT,07:03:38 01-May-2025,Argos,B,50.3897,-5.7112,3795,126666,113,110,,,,,,
Leaf Cutter,225759,UT,07:13:28 01-May-2025,Argos,A,50.3882,-5.6989,324,876,119,151,,,,,,
Leaf Cutter,225759,UT,07:32:24.427261 01-May-2025,FastGPS,5,50.4004,-5.6906,,,,,,,,,,
Leaf Cutter,225759,UT,08:39:28 01-May-2025,Argos,B,50.3862,-5.6437,2795,4355,1792,97,,,,,,
Leaf Cutter,225759,UT,09:29:56 01-May-2025,Argos,B,50.3864,-5.6218,2982,6370,1396,95,,,,,,
Leaf Cutter,225759,UT,10:17:00 01-May-2025,Argos,B,50.3980,-5.6718,2047,22564,185,39,,,,,,
Leaf Cutter,225759,UT,10:20:02 01-May-2025,Argos,B,50.3868,-5.6000,2855,6175,1319,94,,,,,,
Leaf Cutter,225759,UT,10:27:42 01-May-2025,Argos,B,50.4180,-5.5715,1964,105141,36,105,,,,,,
Leaf Cutter,225759,UT,11:05:29 01-May-2025,Argos,B,50.4170,-5.5561,2089,11587,376,105,,,,,,
Leaf Cutter,225759,UT,11:23:37.839495 01-May-2025,FastGPS,5,50.4325,-5.6276,,,,,,,,,,
Leaf Cutter,225759,UT,11:54:15 01-May-2025,Argos,B,50.4316,-5.6157,1449,9351,224,162,,,,,,
Leaf Cutter,225759,UT,12:06:57 01-May-2025,Argos,B,50.4318,-5.6144,2064,3957,1076,154,,,,,,
Leaf Cutter,225759,UT,12:06:57 01-May-2025,Argos,B,50.4317,-5.6157,2201,4404,1099,157,,,,,,
Leaf Cutter,225759,UT,12:43:10 01-May-2025,Argos,B,50.4355,-5.6125,1738,2016,1498,123,,,,,,
Leaf Cutter,225759,UT,13:02:03 01-May-2025,Argos,B,50.4355,-5.6101,819,18615,36,96,,,,,,
Leaf Cutter,225759,UT,13:48:59 01-May-2025,Argos,B,50.4365,-5.6097,1244,3076,503,94,,,,,,
Leaf Cutter,225759,UT,13:48:59 01-May-2025,Argos,B,50.4385,-5.6075,1229,3139,481,95,,,,,,
Leaf Cutter,225759,UT,14:40:22 01-May-2025,Argos,A,50.4314,-5.6858,887,1871,420,13,,,,,,
Leaf Cutter,225759,UT,15:03:55 01-May-2025,Argos,B,50.4327,-5.6955,1748,2314,1319,80,,,,,,
Leaf Cutter,225759,UT,16:01:02.561973 01-May-2025,FastGPS,8,50.4598,-5.6748,,,,,,,,,,
