DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 15-Jan-2025,4.000000,1,,,,,24,,3,20,20,20,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 21-Jan-2025,4.000000,1,,,,,24,,10,10,10,10,20,10,10,10,20,10,10,10,20,20,10,20,20,20,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 24-Jan-2025,4.000000,1,,,,,24,,10,10,10,10,10,10,10,10,10,10,40,100,10,10,10,20,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 25-Jan-2025,5.000000,1,,,,,24,,10,10,10,10,10,3,10,10,10,80,100,40,3,10,10,98,50,10,10,10,20,20,20,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 01-Feb-2025,5.000000,1,,,,,24,,20,20,20,20,20,10,20,20,80,100,100,100,100,100,100,100,100,100,40,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 02-Feb-2025,5.000000,1,,,,,24,,20,20,10,20,10,10,20,10,70,100,100,100,100,100,100,100,20,20,10,20,10,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 07-Feb-2025,5.000000,1,,,,,24,,10,10,10,10,10,10,20,20,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 08-Feb-2025,5.000000,1,,,,,24,,100,100,100,100,30,20,20,40,100,100,100,70,10,10,10,10,10,10,10,10,20,98,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 10-Feb-2025,5.000000,1,,,,,24,,20,20,20,10,3,20,10,20,60,100,100,100,100,100,100,100,100,100,100,100,100,100,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 11-Feb-2025,5.000000,1,,,,,24,,10,20,20,3,3,10,20,20,98,100,100,100,100,80,10,3,10,20,10,3,3,10,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,238968,0.500000,Transmission,UT,Percent,00:00:00 12-Feb-2025,5.000000,1,,,,,24,,10,40,40,90,100,90,10,3,10,10,20,100,100,100,100,100,40,30,30,20,30,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
