DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15
Sunbeetle,225760,0.500000,Transmission,UT,01:01:00 04-Dec-2024,16.7,2.00,1,,,, ,3,,0.00,0.00,12.725,12.775,,,5.00,0.00,12.775,12.825,,,10.00,0.00,12.775,12.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,23:00:00 04-Dec-2024,1.7,2.00,1,,,, ,4,,0.00,0.00,12.725,12.775,,,5.00,0.00,12.725,12.775,,,10.00,0.00,12.725,12.775,,,15.00,0.00,12.825,12.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,00:01:00 05-Dec-2024,1.7,2.00,1,,,, ,4,,0.00,0.00,12.725,12.775,,,5.00,0.00,12.725,12.775,,,10.00,0.00,12.725,12.775,,,15.00,0.00,12.725,12.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,09:25:00 06-Dec-2024,1.7,2.00,1,,,, ,12,,0.00,0.00,13.125,13.175,,,5.00,0.00,13.125,13.175,,,10.00,0.00,13.125,13.175,,,15.00,0.00,13.125,13.175,,,20.00,0.00,13.125,13.175,,,25.00,0.00,13.125,13.175,,,30.00,0.00,13.125,13.175,,,35.00,0.00,13.125,13.175,,,40.00,1.00,13.125,13.175,,,45.00,1.00,13.175,13.225,,,50.00,0.00,13.175,13.225,,,55.00,0.00,13.175,13.225,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,09:01:00 07-Dec-2024,1.7,2.00,1,,,, ,4,,0.00,0.00,12.325,12.375,,,5.00,0.00,12.375,12.425,,,10.00,0.00,12.375,12.425,,,15.00,1.00,12.375,12.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,05:28:00 10-Dec-2024,1.7,2.00,2,,,, ,3,,0.00,0.00,10.875,10.925,,,5.00,0.00,10.875,10.925,,,10.00,0.00,11.675,11.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbeetle,225760,0.500000,Transmission,UT,17:02:00 10-Dec-2024,1.7,2.00,1,,,, ,7,,0.00,0.00,12.375,12.425,,,5.00,0.00,12.375,12.425,,,10.00,0.00,12.375,12.425,,,15.00,0.00,12.325,12.375,,,20.00,0.00,12.325,12.375,,,25.00,0.00,12.375,12.425,,,30.00,0.00,12.375,12.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
