"","id","date","lon","lat","x","y","x.se","y.se","logit_g","logit_g.se","g"
"9278","Selkie",2025-04-08 18:00:00,1.12174682662052,50.4489477613694,124.872285538367,6491.42564146624,0.728498289612462,0.531893406268379,2.97368781036572,1.0253421467174,0.951371174369272
"9279","Selkie",2025-04-08 20:00:00,1.21464905010162,50.4299321158245,135.214113749846,6488.11105104755,1.20426806303655,0.838722276652373,2.95768449592355,0.983638825546826,0.95062542506689
"9280","Selkie",2025-04-08 22:00:00,1.32690599805233,50.4162440804234,147.710500033726,6485.72593724916,1.16945074665574,0.844919518886872,2.91906563460587,0.969505288705125,0.948780911984293
"9281","Selkie",2025-04-09,1.42673021758179,50.3931388497728,158.822881320581,6481.70146684204,0.565364731549832,0.421066384939119,2.78279522846172,0.95142632302897,0.941738998801675
"9282","Selkie",2025-04-09 02:00:00,1.51092516401787,50.3436120786832,168.195419885212,6473.08153001009,1.73564784127979,1.27626102138246,2.60822543190387,0.977521647127292,0.93138908200959
"9283","Selkie",2025-04-09 04:00:00,1.51562464430479,50.2608720117101,168.718563637745,6458.70109033909,0.0110795193068785,0.00870083473610831,2.10810201610645,0.954016496969045,0.891688161452551
"9284","Selkie",2025-04-09 06:00:00,1.53540977075013,50.2343425265129,170.921033838921,6454.09551513057,2.31891706314451,1.72894891089062,1.50353353514542,1.0433956718826,0.818100899145031
"9285","Selkie",2025-04-09 08:00:00,1.55138297219402,50.2903149521107,172.699162489994,6463.81546814836,1.07329588640963,0.794109956501731,1.51733050776295,0.78394674938105,0.820145047876287
"9286","Selkie",2025-04-09 10:00:00,1.40973004607636,50.3017753947088,156.930430885199,6465.80706144431,2.52104213733035,1.96422211281479,1.17950648634882,0.68898196880849,0.764859057093602
"9287","Selkie",2025-04-09 12:00:00,1.33436802742962,50.2840707450226,148.54116934429,6462.73055413096,2.87915668891339,1.71733541761538,0.119911202125842,0.925718669710182,0.529941931963865
"9288","Selkie",2025-04-09 14:00:00,1.40352180899403,50.2651367574898,156.239333094469,6459.44169989838,3.53457767270613,2.49421184887544,0.744461600830899,1.069060240903,0.677970714050854
"9289","Selkie",2025-04-09 16:00:00,1.48954094541634,50.2450995108405,165.814939559478,6455.96263984116,2.09070196414309,1.52793152480106,1.10454512504197,1.0197746641935,0.751110756078501
"9290","Selkie",2025-04-09 18:00:00,1.54069332754503,50.2346126293664,171.509196690907,6454.14239257548,0.621380362491775,0.460439659701265,1.10122163176002,1.07205581295022,0.75048893260409
"9291","Selkie",2025-04-09 20:00:00,1.54478318590049,50.2334346675012,171.964477640454,6453.93795447672,0.998475642254542,0.717722883308803,1.10498393531726,1.20015953811986,0.751192779718633
"9292","Selkie",2025-04-09 22:00:00,1.52432197606574,50.229255883991,169.686746180634,6453.21275756541,2.13710226153534,1.35798779218056,1.11055560375298,1.29045352750177,0.752232678642725
"9293","Selkie",2025-04-10,1.52171034448787,50.23073606471,169.396020683247,6453.4696246517,1.14543143276915,0.800524058642252,1.11482741082851,1.3805733516662,0.753027994235334
"9294","Selkie",2025-04-10 02:00:00,1.52523469170769,50.2364769691801,169.788349221136,6454.4659635887,1.92256396742251,1.42691252376595,1.11632874628811,1.50306114603181,0.753307101771315
"9295","Selkie",2025-04-10 04:00:00,1.53562502715572,50.2374845812909,170.944996072382,6454.6408479866,0.504941773982812,0.376970960030765,1.12701333560309,1.59556042921042,0.755287299690184
