DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
Barry-Mantis,225758,0.500000,UT,,08:04:46 22-Mar-2025,08:04:46 22-Mar-2025,0,A,50.1219,-5.7989,CRC,,,,14209,3.375,,,10.60,0.0,,,,,,,,,,,,,161,14,255,40,,,,,,,46,1497,783,0,19,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,23:36:51 24-Mar-2025,23:36:51 24-Mar-2025,0,1,49.9909,-5.6778,CRC,,,,15009,3.325,,,10.55,0.0,,,,,,,,,,,,,197,22,255,40,,,,,,,58,1588,833,0,20,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,21:12:13 26-Mar-2025,21:12:13 26-Mar-2025,0,1,50.0356,-5.8328,CRC,,,,15684,3.325,,,10.40,0.5,,,,,,,,,,,,,92,15,255,40,,,,,,,60,1644,853,0,27,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,10:45:00 29-Mar-2025,10:45:01 29-Mar-2025,1,A,50.0601,-5.5391,CRC,,,,16509,3.350,,,10.35,0.5,,,,,,,,,,,,,213,21,255,40,,,,,,,68,1727,891,0,16,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,17:06:39 30-Mar-2025,17:06:40 30-Mar-2025,1,1,50.0434,-5.7415,CRC,,,,16934,3.325,,,10.95,0.5,,,,,,,,,,,,,185,22,255,40,,,,,,,40,1767,912,0,9,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,08:04:27 03-Apr-2025,08:04:27 03-Apr-2025,0,B,50.1098,-5.7367,CRC,,,,18184,3.375,,,11.05,0.0,,,,,,,,,,,,,160,22,255,40,,,,,,,60,1899,973,0,6,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,10:52:26 06-Apr-2025,10:52:27 06-Apr-2025,1,B,50.2040,-5.5615,CRC,,,,18959,3.325,,,11.05,0.0,,,,,,,,,,,,,175,20,255,39,,,,,,,46,2026,1072,0,5,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,17:41:26 08-Apr-2025,17:41:27 08-Apr-2025,1,2,50.3578,-5.5737,CRC,,,,19684,3.325,,,11.40,0.0,,,,,,,,,,,,,148,21,255,40,,,,,,,70,2108,1120,0,14,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,13:12:55 10-Apr-2025,13:12:56 10-Apr-2025,1,A,50.0040,-5.9074,CRC,,,,20359,3.325,,,11.25,0.0,,,,,,,,,,,,,255,17,255,40,,,,,,,82,2167,1140,0,17,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,17:37:03 10-Apr-2025,17:37:03 10-Apr-2025,0,B,50.0645,-5.8755,CRC,,,,20434,3.325,,,11.40,0.5,,,,,,,,,,,,,160,17,255,40,,,,,,,60,2173,1143,0,24,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,22:25:10 12-Apr-2025,22:25:11 12-Apr-2025,1,2,50.0836,-5.5286,CRC,,,,21184,3.325,,,11.85,0.0,,,,,,,,,,,,,151,20,255,40,,,,,,,80,2254,1181,0,12,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,11:01:15 13-Apr-2025,11:01:16 13-Apr-2025,1,B,49.9786,-5.6457,CRC,,,,21359,3.350,,,11.15,0.0,,,,,,,,,,,,,169,21,255,40,,,,,,,72,2271,1190,0,16,,,,,,15:00:00 07-Feb-2025,,,
Barry-Mantis,225758,0.500000,UT,,12:37:24 22-May-2025,12:37:24 22-May-2025,0,,,,CRC,,,,25259,3.425,,,20.25,0.0,,,,,,,,,,,,,255,255,255,40,,,,,,,9,3011,1870,0,43,,,,,,15:00:00 07-Feb-2025,,,
