DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
Monarch,238971,UT,07:28:12 11-Mar-2025,,,3,50.7546,-6.5436,CRC (both failed),,,42,204,128,236,238,238,230,102,238,238,230,238,206,238,238,123,76,96,110,207,232,73,211,46,138,2,31,226,44,32,211,
Monarch,238971,UT,07:28:57 11-Mar-2025,,,3,50.7546,-6.5436,CRC,08:13:02 12-Sep-2023,Fast-GPS,156,177,6,132,205,121,0,67,130,16,11,61,1,36,212,17,22,19,240,,,,,,,,,,,,,
Monarch,238971,UT,07:31:49 11-Mar-2025,,,3,50.7546,-6.5436,CRC 6418.b049,,,12,145,6,6,202,54,198,241,132,42,56,142,39,30,248,130,135,166,139,,,,,,,,,,,,,
Monarch,238971,UT,07:32:37 11-Mar-2025,,,3,50.7546,-6.5436,CRC 0478.0848,05:00:00 05-Mar-2025,CumulativeDist,0,145,30,4,202,80,0,15,130,2,2,127,0,0,124,16,17,146,40,,,,,,,,,,,,,
Monarch,238971,UT,07:33:27 11-Mar-2025,,,3,50.7546,-6.5436,CRC e459.d458,07:00:00 05-Mar-2025,CumulativeDist,28,145,22,68,202,112,0,15,130,2,2,127,0,16,124,20,60,22,229,,,,,,,,,,,,,
Monarch,238971,UT,07:34:15 11-Mar-2025,,,3,50.7546,-6.5436,CRC c4b8.62d8,09:00:00 05-Mar-2025,CumulativeDist,24,145,46,4,202,144,0,15,130,2,130,127,0,0,124,16,16,17,248,,,,,,,,,,,,,
Monarch,238971,UT,07:35:47 11-Mar-2025,,,3,50.7546,-6.5436,CRC 44f9.eefc,13:00:00 05-Mar-2025,CumulativeDist,8,145,62,68,202,208,0,15,130,34,2,127,0,0,124,0,16,19,248,,,,,,,,,,,,,
Monarch,238971,UT,07:37:53 11-Mar-2025,,,A,50.7553,-6.5456,CRC 84f8.e498,17:00:00 05-Mar-2025,CumulativeDist,16,145,62,4,203,16,0,39,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
Monarch,238971,UT,07:38:42 11-Mar-2025,,,A,50.7553,-6.5456,CRC 64d9.8e3f,19:00:00 05-Mar-2025,CumulativeDist,12,145,54,68,203,48,4,6,165,253,203,92,113,51,209,243,152,89,83,,,,,,,,,,,,,
Monarch,238971,UT,09:01:37 11-Mar-2025,,,B,50.7533,-6.5705,CRC 115.31,09:09:44 11-Mar-2025,Status,78,112,180,165,168,197,68,142,245,164,155,20,21,16,95,5,93,164,21,191,2,1,0,2,184,51,255,192,79,0,0,
Monarch,238971,UT,09:30:31 11-Mar-2025,,,B,50.7528,-6.5633,CRC 01b5.b971,21:00:00 03-Mar-2025,CumulativeDist,0,49,45,68,199,80,0,15,130,30,223,192,61,215,62,4,217,50,241,,,,,,,,,,,,,
Monarch,238971,UT,10:20:35 11-Mar-2025,,,B,50.7395,-6.5726,CRC (both failed),,,42,77,65,14,0,238,0,17,30,224,14,238,238,16,14,56,77,32,236,42,210,230,68,149,91,95,102,78,81,226,137,
Monarch,238971,UT,10:26:11 11-Mar-2025,,,B,50.7395,-6.5726,CRC 5130.c6c1,,,10,56,12,28,133,119,139,204,163,123,225,22,60,62,47,216,134,134,228,,,,,,,,,,,,,
Monarch,238971,UT,14:38:06 11-Mar-2025,,,B,50.7211,-6.6021,CRC,21:32:12 12-Jun-2025,Fast-GPS,139,50,176,25,57,92,41,49,156,157,179,152,159,125,71,38,16,162,209,32,212,210,131,,,,,,,,,
Monarch,238971,UT,18:54:43 11-Mar-2025,,,B,50.7346,-6.5931,CRC 4a14.d0ba,,,9,81,5,36,244,240,2,15,210,2,2,90,0,0,124,16,16,19,216,,,,,,,,,,,,,
Monarch,238971,UT,21:45:17 11-Mar-2025,,,B,50.7319,-6.6365,CRC 7845.f6a9,06:00:00 10-Mar-2025,CumulativeDist,15,17,17,68,212,107,127,100,94,213,195,111,215,194,72,47,113,56,234,,,,,,,,,,,,,
Monarch,238971,UT,05:22:22 12-Mar-2025,,,B,50.7239,-6.7051,CRC dee4.4fae,05:00:00 11-Mar-2025,CumulativeDist,27,209,57,4,214,80,17,71,131,176,137,48,219,36,28,247,197,142,155,,,,,,,,,,,,,
Monarch,238971,UT,00:26:13 13-Mar-2025,,,B,50.6241,-6.9243,CRC 76cb.caef,19:00:00 12-Mar-2025,CumulativeDist,14,209,50,196,217,48,0,15,130,2,2,125,0,0,116,17,16,31,13,,,,,,,,,,,,,
Monarch,238971,UT,06:37:13 13-Mar-2025,,,B,50.6026,-6.8096,CRC (both failed),,,42,77,128,0,0,0,0,0,0,0,0,0,27,103,187,102,32,254,97,39,129,11,46,146,125,238,140,233,67,33,242,
Monarch,238971,UT,11:23:24 13-Mar-2025,,,B,50.5688,-6.8149,CRC 17e8.d53a,,,2,245,58,5,218,80,0,15,143,194,225,100,122,125,127,21,86,226,247,,,,,,,,,,,,,
