Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17343,238971,27,MB, ,20,08-Feb-2025,21:31:07,,,,401650000,-132,,0,08-Feb-2025,21:31:07,,,,,,,,,,169,34,14,10,222,75,121,103,152,66,111,179,223,136,251,109,85,30,55,148,9,36,85,241,192,0,0,,,,,
17343,238971,31,O3, ,21,09-Feb-2025,01:39:49,,,,401650000,-135,,0,09-Feb-2025,01:39:49,,,,,,,,,,20,113,31,132,211,145,167,191,247,157,152,249,188,16,113,218,107,119,92,169,17,149,236,155,233,208,172,240,58,109,42,
17343,238971,23,CS, ,22,09-Feb-2025,06:35:45,,,,401650000,-130,,0,09-Feb-2025,06:35:45,,,,,,,,,,137,36,93,82,161,166,207,85,86,48,82,85,152,101,243,132,237,173,9,36,209,216,0,,,,,,,,,
17343,238971,31,SR, ,23,09-Feb-2025,06:54:44,,,,401650000,-132,,0,09-Feb-2025,06:54:44,,,,,,,,,,233,36,216,182,179,252,152,52,26,211,217,191,93,244,26,243,153,46,167,13,255,129,198,227,108,221,224,72,5,113,240,
17343,238971,31,MB, ,24,09-Feb-2025,09:45:17,,,,401650000,-131,,0,09-Feb-2025,09:45:17,,,,,,,,,,233,36,252,218,99,89,134,192,227,156,99,43,255,72,131,196,120,241,184,42,40,49,208,216,243,68,146,155,80,0,0,
17343,238971,31,MC, ,25,09-Feb-2025,10:46:15,,,,401650000,-127,,0,09-Feb-2025,10:46:15,,,195,,,,,,,15,145,45,196,146,16,88,15,130,2,132,20,226,98,194,227,3,152,128,160,62,8,8,17,111,133,134,136,10,141,33,
17343,238971,15,MC, ,25,09-Feb-2025,10:46:15,,,,401650000,-127,,0,09-Feb-2025,10:49:30,,,195,,,,,,,24,177,68,210,72,187,0,65,141,33,52,52,135,176,96,,,,,,,,,,,,,,,,,
17343,238971,31,NP, ,26,09-Feb-2025,10:46:15,,,,401650000,-133,,0,09-Feb-2025,10:46:15,,,,,,,,,,15,145,45,196,146,16,88,15,130,2,132,20,226,98,194,227,3,152,128,160,62,8,8,17,111,133,134,136,10,141,33,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:27:04,50.7518,-6.3088,602,181,657,49,102,,,20,145,0,4,180,208,0,15,130,2,2,111,0,0,124,16,17,142,200,,,,,,,,,,,,,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:28:26,50.7518,-6.3088,602,181,657,49,102,,,28,149,254,30,146,67,119,91,39,210,64,187,113,73,223,146,26,187,227,,,,,,,,,,,,,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:31:19,50.7518,-6.3088,602,181,657,49,102,,,24,145,67,132,181,16,0,15,130,2,2,70,152,93,175,70,121,104,188,,,,,,,,,,,,,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:32:34,50.7518,-6.3088,602,181,657,49,102,,,8,145,9,196,189,62,7,143,0,124,3,224,120,240,24,23,7,139,11,,,,,,,,,,,,,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:36:19,50.7518,-6.3088,602,181,657,49,102,,,20,177,17,68,182,16,0,15,131,243,239,142,181,16,223,41,127,123,116,,,,,,,,,,,,,
17343,238971,19,NP,3,27,09-Mar-2025,11:29:50,50.7518,-6.3088,,401677856,-129,50,0,09-Mar-2025,11:37:06,50.7518,-6.3088,602,181,657,49,102,,,8,177,25,4,182,48,0,15,130,2,2,127,0,0,124,16,16,17,4,,,,,,,,,,,,,
17343,238971,19,NN,B,28,09-Mar-2025,11:44:40,50.7555,-6.3080,,401677862,-121,6,0,09-Mar-2025,11:44:40,50.7555,-6.3080,178,622,9806,39,96,,,24,177,9,68,182,112,0,6,21,52,115,233,190,108,155,182,25,42,193,,,,,,,,,,,,,
17343,238971,19,NN,B,28,09-Mar-2025,11:44:40,50.7555,-6.3080,,401677862,-121,6,0,09-Mar-2025,11:47:38,50.7555,-6.3080,178,622,9806,39,96,,,28,177,49,4,182,144,0,15,130,2,2,114,43,63,40,74,87,176,119,,,,,,,,,,,,,
17343,238971,23,NN,B,29,09-Mar-2025,13:27:52,50.7580,-6.3083,,401677856,-127,8,0,09-Mar-2025,13:27:52,50.7580,-6.3083,,2073,3756,1143,90,,,137,165,162,118,151,229,173,100,242,251,134,14,172,24,61,227,72,74,121,70,187,192,22,,,,,,,,,
17343,238971,19,NK,B,30,09-Mar-2025,19:41:01,50.7629,-6.3129,,401677860,-131,8,0,09-Mar-2025,19:41:01,50.7629,-6.3129,,2884,4656,1786,85,,,24,81,44,4,194,144,0,46,114,196,16,41,213,195,227,120,123,67,173,,,,,,,,,,,,,
17343,238971,19,NP,0,31,09-Mar-2025,21:18:46,50.7430,-6.4155,,401677856,-125,58,0,09-Mar-2025,21:15:37,50.7430,-6.4155,747,6536,465277,91,79,,,20,81,52,4,194,240,0,15,130,2,2,127,0,0,124,16,17,19,235,,,,,,,,,,,,,
17343,238971,19,NP,0,31,09-Mar-2025,21:18:46,50.7430,-6.4155,,401677856,-125,58,0,09-Mar-2025,21:21:56,50.7430,-6.4155,747,6536,465277,91,79,,,27,179,101,180,204,136,146,7,164,219,83,34,73,183,108,139,34,233,45,,,,,,,,,,,,,
17343,238971,3,NP,0,31,09-Mar-2025,21:18:46,50.7430,-6.4155,,401677856,-125,58,0,09-Mar-2025,21:24:12,50.7430,-6.4155,747,6536,465277,91,79,,,8,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17343,238971,31,NP,0,31,09-Mar-2025,21:18:46,50.7430,-6.4155,,401677856,-125,58,0,09-Mar-2025,21:28:04,50.7430,-6.4155,747,6536,465277,91,79,,,42,76,64,238,238,238,238,238,238,238,238,238,238,238,238,115,76,32,238,238,238,238,131,230,4,215,123,33,216,104,0,
17343,238971,19,NK,B,32,09-Mar-2025,21:27:39,50.7475,-6.3917,,401677857,-133,6,0,09-Mar-2025,21:27:15,50.7475,-6.3917,49,2353,8981,616,78,,,0,17,13,68,213,82,48,47,135,210,216,27,220,172,178,105,182,61,188,,,,,,,,,,,,,
17343,238971,31,NK,B,32,09-Mar-2025,21:27:39,50.7475,-6.3917,,401677857,-133,6,0,09-Mar-2025,21:28:04,50.7475,-6.3917,49,2353,8981,616,78,,,42,92,64,238,238,239,238,238,238,238,238,238,238,238,238,115,76,32,238,238,238,233,107,105,107,105,41,105,44,229,182,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:33:23,50.7520,-6.3719,501,244,767,77,86,,,4,177,63,85,57,206,172,113,240,251,112,179,202,125,215,220,215,226,175,,,,,,,,,,,,,
17343,238971,31,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:34:08,50.7520,-6.3719,501,244,767,77,86,,,80,80,180,165,239,57,227,77,72,127,169,44,233,134,147,158,144,48,195,137,129,245,60,255,217,190,61,127,130,124,31,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:34:53,50.7520,-6.3719,501,244,767,77,86,,,8,49,61,68,198,208,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:35:39,50.7520,-6.3719,501,244,767,77,86,,,20,49,53,4,198,240,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:36:24,50.7520,-6.3719,501,244,767,77,86,,,16,49,61,4,199,16,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:37:09,50.7520,-6.3719,501,244,767,77,86,,,12,49,53,68,146,110,226,34,16,201,135,96,115,42,195,66,51,40,15,,,,,,,,,,,,,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:37:55,50.7520,-6.3719,501,244,767,77,86,,,0,49,45,77,199,80,4,207,134,2,92,76,113,170,63,198,226,253,157,,,,,,,,,,,,,
17343,238971,19,MB,3,33,09-Mar-2025,21:33:45,50.7520,-6.3719,,401677854,-127,56,0,09-Mar-2025,21:41:44,50.7520,-6.3719,501,244,767,77,86,,,24,177,14,132,200,144,0,15,130,2,2,127,0,0,124,16,16,19,216,,,,,,,,,,,,,
17343,238971,31,NN,A,34,09-Mar-2025,21:34:08,50.7519,-6.3703,,401677857,-123,6,0,09-Mar-2025,21:34:08,50.7519,-6.3703,411,232,689,77,84,,,80,88,180,165,132,30,182,56,226,167,206,79,254,252,5,19,18,148,71,88,240,97,199,17,25,16,200,121,13,244,249,
17343,238971,19,NN,A,34,09-Mar-2025,21:34:08,50.7519,-6.3703,,401677857,-123,6,0,09-Mar-2025,21:35:38,50.7519,-6.3703,411,232,689,77,84,,,20,49,53,4,198,240,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,A,34,09-Mar-2025,21:34:08,50.7519,-6.3703,,401677857,-123,6,0,09-Mar-2025,21:40:59,50.7519,-6.3703,411,232,689,77,84,,,28,177,54,196,200,112,0,15,130,2,2,127,80,132,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:25:22,50.7515,-6.3742,683,112,318,39,105,,,8,49,10,196,185,48,0,15,130,2,2,127,0,0,124,16,17,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:26:09,50.7515,-6.3742,683,112,318,39,105,,,4,49,18,196,185,80,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,31,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:26:54,50.7515,-6.3742,683,112,318,39,105,,,42,75,128,230,252,238,238,238,122,252,227,249,195,19,58,250,137,30,240,123,60,136,102,93,48,117,217,194,202,246,4,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:27:39,50.7515,-6.3742,683,112,318,39,105,,,24,49,26,132,185,112,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:28:24,50.7515,-6.3742,683,112,318,39,105,,,16,81,12,68,194,16,0,46,55,111,28,250,3,251,130,135,93,9,252,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:29:09,50.7515,-6.3742,683,112,318,39,105,,,8,81,56,68,211,16,0,15,130,2,2,127,0,0,124,16,16,19,232,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:29:55,50.7515,-6.3742,683,112,318,39,105,,,12,81,4,4,194,48,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:30:41,50.7515,-6.3742,683,112,318,39,105,,,0,81,28,4,194,80,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:32:12,50.7515,-6.3742,683,112,318,39,105,,,28,81,20,68,194,112,0,15,130,2,40,125,128,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:32:57,50.7515,-6.3742,683,112,318,39,105,,,24,81,44,4,194,144,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
