DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
Maggot,238963,UT,,52,1084,98,2,2128,,,,,29,09:36:25 29-Oct-2024,13:55:42 14-Mar-2025,136,03:00:00 29-Oct-2024,09:00:00 02-Dec-2024,34,,,15:00:00 25-Oct-2024
