DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
Mary,225765,UT,10:55:10 30-Oct-2024,,,B,50.0905,-5.4987,CRC 6b57.4f9d,07:00:00 30-Oct-2024,CumulativeDist,13,113,21,194,188,112,68,15,194,2,196,203,226,66,162,241,212,159,1,195,226,108,255,92,46,13,81,80,31,239,246,
Mary,225765,UT,11:52:34 30-Oct-2024,,,B,50.0775,-5.4893,CRC 11.96,11:52:34 30-Oct-2024,Status,65,125,93,244,108,8,185,250,212,80,78,140,4,195,228,128,130,48,3,223,237,199,12,,,,,,,,,
Mary,225765,UT,12:35:53 30-Oct-2024,,,B,50.0786,-5.4735,CRC a0af.3ecf,10:58:00 30-Oct-2024,PDT,20,17,107,202,242,186,0,9,115,14,149,212,171,21,60,40,230,137,75,,,,,,,,,,,,,
Mary,225765,UT,13:43:01 30-Oct-2024,,,A,50.0724,-5.4480,CRC 7d9a.60d8,,,15,177,102,143,74,240,238,253,115,48,48,30,25,248,219,121,118,63,255,,,,,,,,,,,,,
Mary,225765,UT,13:51:15 30-Oct-2024,,,A,50.0724,-5.4480,CRC 1d1d.0f6e,05:00:00 30-Oct-2024,CumulativeDist,3,177,7,66,188,80,52,15,130,2,4,18,226,66,130,162,195,227,55,20,99,75,7,129,86,64,164,139,216,141,163,
Mary,225765,UT,15:25:32 30-Oct-2024,,,B,50.0706,-5.4328,CRC,10:51:58 30-Oct-2024,Fast-GPS,165,121,89,244,110,185,114,247,144,132,188,43,79,209,143,73,196,111,46,38,35,128,189,,,,,,,,,
Mary,225765,UT,18:22:12 30-Oct-2024,,,B,50.1074,-5.4213,CRC 7dc9.5a49,11:01:00 30-Oct-2024,PDT,15,177,114,74,242,193,0,65,117,44,124,242,17,17,65,231,138,109,24,,,,,,,,,,,,,
Mary,225765,UT,19:09:55 30-Oct-2024,,,B,50.0960,-5.4260,CRC,10:51:58 30-Oct-2024,Fast-GPS,133,121,89,244,110,185,114,247,144,164,29,47,125,101,196,19,205,21,61,130,128,230,231,,,,,,,,,
Mary,225765,UT,19:13:22 30-Oct-2024,,,B,50.0960,-5.4260,CRC e2f2.3708,15:00:00 30-Oct-2024,CumulativeDist,28,81,60,130,188,240,81,105,81,215,41,249,220,108,151,215,102,247,220,210,189,140,192,88,66,31,47,79,114,4,213,
Mary,225765,UT,19:31:17 30-Oct-2024,,,B,50.0961,-5.4267,CRC,17:13:08 30-Oct-2024,Fast-GPS,229,122,38,144,101,84,120,119,28,147,57,203,190,160,233,75,173,251,4,22,77,175,19,240,173,127,221,75,239,252,142,
Mary,225765,UT,19:44:56 30-Oct-2024,,,B,50.1015,-5.4619,CRC,13:34:27 30-Oct-2024,Fast-GPS,197,121,177,54,180,156,226,133,228,113,131,54,217,236,0,102,7,143,247,178,118,80,137,21,233,216,56,,,,,
Mary,225765,UT,20:04:02 30-Oct-2024,,,B,50.1010,-5.4609,CRC,14:41:32 30-Oct-2024,Fast-GPS,133,121,212,192,74,226,157,224,138,28,19,4,150,39,21,139,183,202,187,154,10,252,198,,,,,,,,,
Mary,225765,UT,20:46:32 30-Oct-2024,,,B,50.1004,-5.4630,CRC,17:15:12 30-Oct-2024,Fast-GPS,229,122,39,152,103,52,60,126,137,155,122,220,230,129,138,53,49,96,156,182,8,65,132,244,231,178,160,126,96,255,255,
Mary,225765,UT,22:25:37 30-Oct-2024,,,B,50.0926,-5.4600,CRC 2958.336e,19:00:00 30-Oct-2024,CumulativeDist,5,49,22,2,189,48,68,15,130,2,4,18,178,99,67,99,171,201,0,128,62,8,8,17,83,135,11,143,15,16,38,
Mary,225765,UT,23:21:18 30-Oct-2024,,,B,50.0887,-5.4716,CRC,17:15:12 30-Oct-2024,Fast-GPS,229,122,39,152,103,52,60,102,137,155,58,220,230,131,130,175,145,186,33,218,240,123,196,202,96,159,24,59,112,188,98,
Mary,225765,UT,23:25:34 30-Oct-2024,,,B,50.0887,-5.4716,CRC 2918.52e5,,,5,49,6,16,13,80,38,6,210,99,128,232,151,225,108,9,62,39,177,136,140,203,99,86,66,237,185,20,23,220,15,
Mary,225765,UT,23:25:34 30-Oct-2024,,,B,50.1237,-5.4974,CRC 2958.b51f,08:00:00 16-Feb-2021,CumulativeDist,5,49,22,20,160,142,116,146,186,184,134,4,52,20,49,175,164,182,107,241,248,250,41,82,174,171,76,148,205,173,241,
Mary,225765,UT,23:26:24 30-Oct-2024,,,B,50.1237,-5.4974,CRC d246.57d6,17:00:00 30-Oct-2021,CumulativeDist,26,81,17,134,189,24,221,110,118,108,202,252,36,20,65,224,209,253,63,191,228,139,194,12,37,196,4,133,5,134,241,
Mary,225765,UT,00:03:23 31-Oct-2024,,,B,50.1202,-5.4973,CRC (both failed),,,42,113,159,172,67,127,228,223,218,126,70,21,186,119,234,216,159,20,91,99,120,65,24,86,231,8,77,40,181,182,125,
Mary,225765,UT,01:03:39 31-Oct-2024,,,B,50.1253,-5.4590,CRC,22:00:01 30-Oct-2024,Fast-GPS,101,122,192,2,224,213,47,167,65,147,229,130,86,134,21,81,203,206,192,19,70,199,12,,,,,,,,,
Mary,225765,UT,05:30:32 31-Oct-2024,,,A,50.1027,-5.4749,CRC,04:41:43 31-Oct-2024,Fast-GPS,197,124,148,214,171,173,113,169,155,140,35,156,241,184,142,49,1,217,135,63,166,110,192,106,198,111,193,,,,,
Mary,225765,UT,05:31:27 31-Oct-2024,,,A,50.1027,-5.4749,CRC b0ef.b9d4,23:00:00 30-Oct-2024,CumulativeDist,22,17,59,194,189,112,45,15,134,66,68,6,98,45,113,227,114,177,50,83,252,132,112,152,163,61,135,130,6,248,87,
Mary,225765,UT,09:19:25 31-Oct-2024,,,B,50.0564,-5.4807,CRC 20a4.b103,21:00:00 14-Oct-2024,CumulativeDist,4,17,41,18,157,89,2,82,94,44,137,189,27,248,68,246,57,85,148,201,136,43,68,228,165,163,45,70,82,134,181,
Mary,225765,UT,09:40:06 31-Oct-2024,,,B,50.0868,-5.4615,CRC 955d.9cb4,01:00:00 31-Oct-2024,CumulativeDist,18,177,23,66,190,16,72,15,130,2,132,26,225,162,76,54,236,219,147,102,210,146,11,54,9,246,195,38,217,44,123,
Mary,225765,UT,10:00:56 31-Oct-2024,,,B,50.0142,-5.5226,CRC 9066.415b,,PDT,18,17,89,139,250,68,0,65,116,46,133,204,185,151,50,230,92,203,153,115,46,101,204,,,,,,,,,
Mary,225765,UT,10:04:15 31-Oct-2024,,,B,50.0142,-5.5226,CRC,09:04:17 31-Oct-2024,Fast-GPS,229,125,34,34,72,72,227,208,89,32,242,1,234,21,106,212,161,74,149,43,84,172,137,120,74,126,225,13,35,13,249,
Mary,225765,UT,10:33:09 31-Oct-2024,,,B,50.0193,-5.5285,CRC fbba.f17f,07:00:00 31-Oct-2024,CumulativeDist,31,113,46,130,190,112,84,31,130,10,215,251,156,252,30,111,205,134,127,159,192,255,247,239,148,57,82,149,26,28,96,
Mary,225765,UT,11:11:10 31-Oct-2024,,,B,50.0201,-5.5331,CRC,11:42:51 31-Oct-2024,Fast-GPS,229,125,117,102,56,175,57,50,190,241,66,134,169,58,74,164,124,95,142,99,210,159,93,21,199,162,190,178,200,0,0,
Mary,225765,UT,12:17:22 31-Oct-2024,,,B,50.0232,-5.7292,CRC,05:49:25 31-Oct-2024,Fast-GPS,229,124,184,178,19,122,74,3,197,209,159,98,32,115,201,172,63,28,104,146,166,105,79,120,8,217,95,98,42,128,0,
Mary,225765,UT,12:17:22 31-Oct-2024,,,A,50.0232,-5.7292,CRC,05:49:25 31-Oct-2024,Fast-GPS,229,124,184,178,18,74,75,133,68,59,130,241,243,91,190,28,144,190,196,219,231,107,72,195,249,147,95,98,42,128,0,
Mary,225765,UT,13:01:25 31-Oct-2024,,,A,50.0183,-5.5997,CRC c10d.969b,11:00:00 31-Oct-2024,CumulativeDist,24,49,3,66,190,176,44,14,28,159,131,53,0,151,111,187,233,217,230,150,114,93,54,167,133,159,189,167,245,200,198,
Mary,225765,UT,13:05:39 31-Oct-2024,,,A,50.0183,-5.5997,CRC,15:01:11 23-Oct-2024,Fast-GPS,229,93,224,151,57,93,243,236,90,209,132,200,56,189,63,241,156,151,12,69,62,57,184,231,232,228,30,71,115,254,7,
Mary,225765,UT,13:06:24 31-Oct-2024,,,A,50.0183,-5.5997,CRC,10:00:56 31-Oct-2024,Fast-GPS,133,125,64,112,75,163,82,217,59,59,175,225,174,76,0,216,75,136,209,95,104,203,128,,,,,,,,,
Mary,225765,UT,14:01:14 31-Oct-2024,,,B,50.0150,-5.6087,CRC,12:21:37 31-Oct-2024,Fast-GPS,229,125,138,202,28,39,215,49,140,103,40,198,57,136,113,142,99,141,243,9,214,59,223,48,198,101,135,227,167,232,248,
Mary,225765,UT,14:42:06 31-Oct-2024,,,B,50.0224,-5.6438,CRC,02:00:56 31-Oct-2024,Fast-GPS,133,124,64,112,11,186,83,14,97,203,193,227,23,253,56,196,56,211,252,53,189,74,177,,,,,,,,,
Mary,225765,UT,17:38:42 31-Oct-2024,,,3,50.1084,-5.7001,CRC 3fa5.c013,09:00:00 31-Oct-2024,CumulativeDist,7,241,41,66,190,144,52,15,154,223,47,242,140,226,26,185,166,145,240,15,52,9,88,189,150,208,183,28,166,113,166,
Mary,225765,UT,17:41:53 31-Oct-2024,,,3,50.1084,-5.7001,CRC,09:42:54 08-Nov-2024,Fast-GPS,229,161,53,108,213,40,50,91,50,21,66,75,5,138,135,9,55,232,213,110,38,76,222,30,147,199,170,236,45,37,112,
Mary,225765,UT,17:45:16 31-Oct-2024,,,3,50.1084,-5.7001,CRC,11:10:51 31-Oct-2024,Fast-GPS,229,125,101,102,56,175,57,50,190,241,66,135,226,244,165,81,231,133,177,21,234,144,241,212,35,217,196,230,245,196,86,
Mary,225765,UT,17:47:45 31-Oct-2024,,,3,50.1084,-5.7001,CRC c20c.9ce0,,,24,89,67,10,22,48,213,157,94,2,49,181,124,249,218,156,246,26,3,169,234,131,243,30,71,134,219,96,231,166,15,
Mary,225765,UT,18:39:28 31-Oct-2024,,,B,50.1166,-5.7219,CRC 46d2.e1f0,15:00:00 11-Oct-2024,CumulativeDist,8,209,52,130,150,240,48,15,130,2,4,58,226,34,127,253,58,167,96,92,31,4,4,12,153,199,8,11,140,77,38,
Mary,225765,UT,20:18:32 31-Oct-2024,,,B,50.1143,-5.7449,CRC,17:10:23 31-Oct-2024,Fast-GPS,165,126,37,46,192,53,98,83,175,5,236,204,89,50,49,248,243,69,214,111,153,99,67,133,143,239,26,,,,,
Mary,225765,UT,21:02:48 31-Oct-2024,,,B,50.1132,-5.7245,CRC bc06.dc0e,19:00:00 31-Oct-2024,CumulativeDist,23,145,1,130,191,48,56,15,130,2,132,24,226,99,36,37,6,119,129,48,62,8,10,144,107,135,138,12,17,25,221,
Mary,225765,UT,21:04:39 31-Oct-2024,,,B,50.1132,-5.7245,CRC,21:02:08 31-Oct-2024,Fast-GPS,165,126,161,16,238,124,130,156,68,205,160,45,30,99,217,218,151,27,31,72,200,175,212,73,128,0,4,,,,,
Mary,225765,UT,21:59:03 31-Oct-2024,,,B,50.1206,-5.7351,CRC,19:38:59 31-Oct-2024,Fast-GPS,133,126,115,118,227,234,207,224,206,238,87,28,248,98,29,24,128,84,226,19,101,137,143,,,,,,,,,
Mary,225765,UT,23:11:30 31-Oct-2024,,,B,50.1238,-5.6959,CRC b406.bc06,19:00:00 31-Oct-2024,CumulativeDist,22,145,1,130,191,48,56,15,130,2,132,24,226,99,36,37,6,119,129,48,62,8,10,16,107,135,138,12,17,25,221,
Mary,225765,UT,23:12:37 31-Oct-2024,,,B,50.1238,-5.6959,CRC,21:02:08 31-Oct-2024,Fast-GPS,165,126,161,16,238,124,130,158,68,205,160,45,30,99,221,249,149,75,231,140,241,139,59,33,205,103,109,,,,,
Mary,225765,UT,00:15:58 01-Nov-2024,,,B,50.1469,-5.6958,CRC,21:23:15 31-Oct-2024,Fast-GPS,133,126,171,158,236,129,252,216,10,230,113,233,6,140,33,254,219,45,154,46,98,187,167,,,,,,,,,
Mary,225765,UT,01:53:36 01-Nov-2024,,,B,50.2156,-5.5771,CRC 7f81.942b,22:00:00 31-Oct-2024,CumulativeDist,15,241,32,66,191,109,138,12,226,125,197,5,248,215,214,215,26,198,169,184,56,251,171,130,119,190,104,175,204,24,92,
Mary,225765,UT,01:56:35 01-Nov-2024,,,B,50.2156,-5.5771,CRC c736.c9c4,,PDT,24,241,77,163,223,233,0,241,101,105,173,120,175,51,145,,,,,,,,,,,,,,,,,
Mary,225765,UT,08:53:28 01-Nov-2024,,,B,50.2313,-5.5566,CRC,02:25:00 01-Nov-2024,Fast-GPS,229,132,76,128,119,129,145,81,137,81,89,234,170,66,28,153,68,36,183,56,232,121,201,95,113,144,194,141,91,0,0,
Mary,225765,UT,10:25:06 01-Nov-2024,,,B,50.2563,-5.5730,CRC,06:35:06 01-Nov-2024,Fast-GPS,165,132,209,140,28,246,169,171,198,255,134,131,46,58,147,48,38,196,203,63,16,176,173,17,64,0,8,,,,,
Mary,225765,UT,10:29:49 01-Nov-2024,,,B,50.2807,-5.5667,CRC d4cf.bc74,07:00:00 01-Nov-2024,CumulativeDist,26,145,51,194,194,112,56,15,130,2,4,12,228,100,167,92,48,212,190,8,152,224,41,62,143,84,207,81,33,207,35,
Mary,225765,UT,10:56:23 01-Nov-2024,,,B,50.2691,-5.5745,CRC,10:01:06 01-Nov-2024,Fast-GPS,133,133,64,140,244,154,5,152,101,61,29,113,109,159,14,191,42,212,69,135,113,246,133,,,,,,,,,
Mary,225765,UT,11:23:06 01-Nov-2024,,,B,50.2673,-5.5729,CRC 4e6a.6407,08:03:00 01-Nov-2024,PDT,9,209,90,139,10,3,0,9,109,37,108,222,54,161,140,177,253,221,182,,,,,,,,,,,,,
