DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
Mary,225765,UT,,34,87,100,2,134,,,,,45,10:24:12 29-Oct-2024,11:28:33 01-Nov-2024,3,05:00:00 29-Oct-2024,08:04:40 01-Nov-2024,3,,,15:00:00 25-Oct-2024
